book_id,publisher_id
10706934,20617
16170522,20616
8213686,19817
13839194,20618
5988580,20619
1804074,19802
15808474,19665
18487297,20620
24820165,20621
10000191,20622
16305,19732
12496,19700
16075538,20623
141560,19721
13638266,20624
351,19785
187117,19670
9635495,20625
1271104,19880
102806,20626
18893988,20432
29843226,19727
25623,20483
6931246,19792
17643,20627
1688670,20153
8163722,19724
18298890,20628
25067570,20090
984859,19850
17080254,20333
16145672,20629
406849,20125
508988,19774
67938,20630
23935182,20631
715995,20632
23012877,20633
206644,20634
17262366,19680
244100,19701
7123181,19778
820480,20635
9690276,20368
18070753,20636
20604371,19687
1265524,20637
25526965,19822
32473957,19959
29483166,20093
33099588,19860
33643994,20638
22283878,20639
407234,20640
28374062,19687
17287021,20477
25756328,19922
32601841,19803
387373,20641
17838528,19871
7117551,20137
315511,19753
35434,19792
1652357,20642
15990928,20643
25877663,20092
4506536,20644
3760,19717
5985369,20001
