book_id,author_id,author
8113512,40986,Bridget Zinn
8113994,44590,Jackie French
8114015,47017,Jillian Hunter
8124176,47691,George Dohrmann
8125716,43660,Mesu Andrews
8125720,43613,Tracie Peterson
8125734,43640,Irene Hannon
8125737,40823,Julie Klassen
8126204,45077,حوراء النداوي
8130013,36754,Rachel Caine
8130077,36793,C.S. Lewis
8130839,36675,Andrea Cremer
8131227,36558,Jasper Fforde
8131576,47708,Lawrence S. Ritter
8133077,37963,Rob Thurman
8135807,36941,Cherrie Lynn
8138071,36869,Kim Harrison
8138434,38400,Eve Marie Mont
8139160,38868,Cate Tiernan
8139321,40822,Karen Kingsbury
8144743,37804,Kristie Cook
8146077,40533,D.L. Bogdan
8150317,36870,Lara Adrian
8151358,43753,Erynn Mangum
8158992,36764,Kresley Cole
8161632,38242,Jenna Black
8162282,43517,Newt Gingrich
8162603,43767,Ann H. Gabhart
8163356,47498,Olivia Gates
8167001,39123,Mark Tufo
8167094,39875,Brian Greene
8171984,40136,Jennifer Laurens
8174363,38025,Laurann Dohner
8174434,43703,Don Winslow
8175807,38222,Sarah Palin
8177525,40012,إبراهيم الفقي
8182126,37664,Larissa Ione
8182682,36852,Molly Harper
8182700,36754,Rachel Caine
8187210,40610,Jean Sasson
8192391,36636,Jaci Burton
8192675,37509,Natsuki Takaya
8196732,40126,Rosamund Lupton
8199591,42700,Jayne Ann Krentz
8201605,42213,Karen Abbott
8204005,36939,Tina Reber
8204809,38025,Laurann Dohner
8205669,36599,Janet Evanovich
8220745,38022,Carrie Vaughn
8229399,43340,Lincoln Peirce
8230578,39912,Adrian Phoenix
8235178,36577,Beth Revis
8239438,41926,Malorie Blackman
8240188,41841,Karan Bajaj
8241088,47812,Steve Groll
8242755,37074,Trenton Lee Stewart
8246566,37651,Lora Leigh
8248617,37826,Andre Dubus III
8253037,46491,Mike Resnick
8253491,46665,Roland Smith
8255649,38046,Gwen Hayes
8258519,37354,Edward Rutherfurd
8262403,36492,Kate Sherwood
8262461,36508,Amy Lane
8269450,36724,Kelley Armstrong
8270466,39035,Kai Meyer
8272246,44807,Cathy Glass
8274537,43441,Rachel Renée Russell
8275050,37375,Alexandre Dumas
8288246,36694,Holly Black
8289097,37512,Arthur Conan Doyle
8289133,37512,Arthur Conan Doyle
8289147,37512,Arthur Conan Doyle
8293938,39270,Clare Vanderpool
8299165,39024,Franny Billingsley
8301946,40825,Randy Alcorn
8303108,45390,Regina Doman
8306725,37043,Tamora Pierce
8306745,36918,Brandon Mull
8312889,40282,Lucy Monroe
8314214,37806,Joss Stirling
8315340,37507,Anne Bishop
8315872,36645,J.D. Robb
8318666,37319,Jean M. Auel
8319517,37512,Arthur Conan Doyle
8323492,38058,Pat Conroy
8329766,45673,Ridley Pearson
8333930,37078,Michael Scott
8337087,38238,Elana Johnson
8341567,36636,Jaci Burton
8345521,45827,James A. Moore
8348904,39948,Kate Griffin
8349046,37660,Lorelei James
8349348,36768,Amanda Hocking
8350864,37764,Michelle Paver
8354134,37392,Wendelin Van Draanen
8356487,36708,Gail Carriger
8357992,37992,Lee Child
8364977,39753,Janette Rallison
8366402,37142,Téa Obreht
8369681,38005,Elizabeth Eulberg
8373527,41040,Rebecca Lim
8376729,39730,Laury Falter
8379374,37634,Olivia Cunning
8379666,41215,Toni Blake
8389671,37126,Alice Hoffman
8392871,41127,Lord Byron
8393104,39121,S.G. Browne
8396337,37867,Kristen Britain
8396340,37043,Tamora Pierce
8396505,41655,Victoria Laurie
8407173,46527,Craig Silvey
8409257,37660,Lorelei James
8411749,37774,Trudi Canavan
8411750,41835,Durjoy Datta
8419428,36634,Julie James
8419429,38186,Erin McCarthy
8419432,37637,Maya Banks
8419447,42504,Sue Townsend
8419647,38402,Megan Bostic
8427264,42848,J.J. Murphy
8428050,38243,Leah Clifford
8428056,37398,Ellen Schreiber
8428069,38124,Sara Shepard
8428110,42588,Jennifer Archer
8428139,38877,Pete Hautman
8428195,38087,Heather Dixon Wallwork
8428985,36590,Hugh Howey
8429687,36785,Mira Grant
8431116,40389,Phoebe Stone
8431746,46660,Mark Walden
8434205,41378,Tatyana K. Varenko
8434922,39945,Nicole Peeler
8435071,42742,Anya Bast
8435445,37059,Anthony Horowitz
8437538,36832,Nora Roberts
8437667,36904,Harlan Coben
8438589,36563,Ray Bradbury
8439862,41952,Andre Norton
8441754,42077,Joyce Meyer
8444681,40838,Deeanne Gist
8447255,37883,Steven Erikson
8448478,40022,Allan Frewin Jones
8449698,37647,Eloisa James
8450235,40555,Sophie McKenzie
8452309,40127,Robert Muchamore
8452340,37782,Juliet Marillier
8456791,39736,Tina Folsom
8457961,42324,Micheal Rivers
8458018,37078,Michael Scott
8460524,42622,Andrea Hirata
8462184,36754,Rachel Caine
8462396,37764,Michelle Paver
8465337,45947,Vicky Alvear Shecter
8467071,45566,Elizabeth J. Kolodziej
8468743,46959,Tony Abbott
8470445,36765,Courtney Summers
8471387,38734,أمل دنقل
8471815,39607,Sarra Manning
8472655,38557,Kevin Brockmeier
8475505,36689,Rachel Hawkins
8476057,47861,Ece Ayhan
8476071,47838,Yaşar Kemal
8477626,48073,B.V. Larson
8478990,40870,Dana Marie Bell
8479092,42184,Patrick  Lee
8483147,37637,Maya Banks
8483233,43122,Ree Drummond
8483864,42495,Amber Benson
8485374,43616,Ronie Kendig
8485458,37317,Erin Hunter
8487352,38161,Megan Hart
8487363,36705,Rachel Vincent
8487592,37645,Catherine Anderson
8487974,37663,Robyn Carr
8489018,48156,Lucy Felthouse
8491354,39783,Kim Dare
8492319,36637,J.R. Ward
8492768,38137,Lisa Genova
8492805,38001,Susane Colasanti
8492813,44802,Thalia Chaltas
8492825,36718,Gayle Forman
8492856,36711,Sarah Dessen
8492907,39876,Michio Kaku
8493643,45080,Sydney Croft
8493681,38868,Cate Tiernan
8495686,42455,Heather Webber
8496901,37819,Seanan McGuire
8496929,40830,Bodie Thoene
8498031,36832,Nora Roberts
8501291,36709,Courtney Allison Moulton
8501304,36709,Courtney Allison Moulton
8501708,43447,Mat Johnson
8507286,40354,H.P. Lovecraft
8508770,40136,Jennifer Laurens
8510990,40829,Terri Blackstock
8513841,42692,J.A. Saare
8514027,42459,Dan Gutman
8514163,48233,Mike A. Lancaster
8515176,45459,Jim Bernheimer
8517008,37312,Alan Bradley
8519822,37078,Michael Scott
8520609,37071,L. Frank Baum
8525590,36729,Lauren DeStefano
8525598,38078,Kate Brian
8525631,36852,Molly Harper
8526585,40151,David Almond
8526694,48308,Teju Cole
8527904,39446,Deb Caletti
8527908,38891,Kristi Cook
8528645,36673,Lisa McMann
8528702,44948,Laura Kreitzer
8529474,41999,واسيني الأعرج
8529716,40085,Meša Selimović
8532187,39940,Peter Heller
8533018,37233,Diana Gabaldon
8534799,36764,Kresley Cole
8534899,37803,Jana Oliver
8535273,36752,Carrie Ryan
8538297,37818,Shelly Laurenston
8539798,39655,Kazue Kato
8540220,38025,Laurann Dohner
8540960,37972,Elmore Leonard
8542642,37845,Stephen Crane
8542839,38053,H.P. Mallory
8542996,37800,Jeri Smith-Ready
8543252,36673,Lisa McMann
8544261,48319,Amélie Nothomb
8546358,37166,Sarah Addison Allen
8550844,37822,Mercedes Lackey
8551693,40875,Pamela Palmer
8554005,36603,Jodi Picoult
8558857,43389,Christina Courtenay
8559047,36791,Ilona Andrews
8562078,41477,Hannah Howell
8562565,38242,Jenna Black
8563789,45011,John Corey Whaley
8563824,36628,Jennifer Ashley
8563829,36628,Jennifer Ashley
8564644,41843,Conor Grennan
8567054,42611,Ayu Utami
8568032,38053,H.P. Mallory
8571916,46674,Jan Morris
8572704,37809,Carolyn MacCullough
8573632,39441,Megan Crewe
8573642,36715,Jodi Meadows
8575295,36768,Amanda Hocking
8576171,36613,Melissa Marr
8578291,36516,Mary Calmes
8579016,37827,Rhonda Byrne
8579486,47122,Fiona Wood
8579933,38241,Cat Clarke
8581936,36674,Kiersten White
8582356,43052,Taylor Stevens
8585524,48164,J. Robert King
8585924,36805,Shannon Hale
8586573,37377,Larry McMurtry
8586722,37637,Maya Banks
8591792,48562,Daniel Glattauer
8593027,36844,D.B. Reynolds
8597275,44104,Tionne Rogers
8602695,42349,نزار قباني
8602864,40555,Sophie McKenzie
8603765,36750,Nova Ren Suma
8607205,37508,L.J. Smith
8608089,38013,Julian Barnes
8608453,40025,Stacey Jay
8610067,39994,Kalki
8619814,47120,John  Stephens
8635145,38420,Jessica Shirvington
8637521,39692,Cameron Dane
8641129,36800,Catherine Fisher
8643407,39952,Larry Correia
8646050,47019,J.R. Rain
8649380,38547,Charles Baudelaire
8649656,43434,Stephen Fry
8659601,36810,Pittacus Lore
8660468,42893,James L. Rubart
8662135,38088,Lisa Mantchev
8662494,36913,Jim Butcher
8662836,36478,Simone Elkeles
8664353,37630,Laura Hillenbrand
8664368,41307,Howard Jacobson
8664957,37102,Ellen Hopkins
8665113,42585,Cat Adams
8666090,45080,Sydney Croft
8667848,36868,Deborah Harkness
8673931,39832,Gretchen McNeil
8675320,38638,Susan Hill
8675994,37821,Jennifer Estep
8677937,36826,Sherrilyn Kenyon
8679704,38026,Matsuri Hino
8680278,36648,Jenny Han
8683812,38236,Paula McLain
8685644,38904,Alyxandra Harvey
8686057,36823,Rebecca Zanetti
8689913,37360,Michelle Moran
8689927,41168,Jennifer Bradbury
8693243,48037,Jim Benton
8694389,38282,Catherynne M. Valente
8694522,40527,Paula Brackston
8696975,43208,Grace Burrowes
8697191,40567,Karen      Rose
8697204,42220,Julianne MacLean
8697584,37868,Michael J. Sullivan
8700172,40405,Karen Traviss
8701129,40292,Lisa Gardner
8702424,43535,Beth Wiseman
8705483,42910,Veronica Wolff
8705637,39306,C.J. Cherryh
8706185,37125,Jo Walton
8707334,46878,Laura Anne Gilman
8707554,37053,D.J. MacHale
8707741,41908,Books LLC
8709523,36621,Richelle Mead
8709524,36621,Richelle Mead
8709525,36621,Richelle Mead
8709526,36621,Richelle Mead
8709527,36621,Richelle Mead
8709528,36621,Richelle Mead
8711937,37426,Frederick Forsyth
8712343,36629,Nalini Singh
8713020,45676,Robin Jarvis
8713130,40092,Joseph Frank
8713500,38633,James Herbert
8715032,38245,Tessa Gratton
8718952,36621,Richelle Mead
8720917,36951,Jenny Downham
8721228,38814,Eric Flint
8724084,38237,Elizabeth Chandler
8725928,39186,Maryrose Wood
8725930,39186,Maryrose Wood
8726184,38752,Edgar Rice Burroughs
8726744,36595,Stephenie Meyer
8726915,41098,David Walliams
8727466,44871,Gary Taubes
8730060,39594,Lacey Weatherford
8734498,36847,Jeanne Kalogridis
8737174,39100,Paul  Hoffman
8748031,41888,Rachel Haimowitz
8752457,37848,Justin Bieber
8752885,39776,Daniel Abraham
8755776,36720,Cassandra Clare
8755785,36720,Cassandra Clare
8762337,37382,Leo Tolstoy
8764393,42220,Julianne MacLean
8765229,38167,Cherise Sinclair
8766710,37246,Sara Gruen
8768472,39739,Susan Bischoff
8785374,36856,Terry Pratchett
8786358,36792,Stacia Kane
8788554,37180,Darynda Jones
8789318,37497,Laurie Faria Stolarz
8793878,38299,Nicky Charles
8794739,41573,Greg Bear
8796792,42211,Peter Ackroyd
8801412,42048,Charles F. Stanley
8801543,39779,Douglas Hulick
8803932,36705,Rachel Vincent
8811134,36727,Michael  Grant
8811139,36727,Michael  Grant
8811401,38278,Kat Falls
8813644,48079,Chris Kuzneski
8838886,45573,Tess Oliver
8843789,39191,R.J. Anderson
8843801,37664,Larissa Ione
8849290,42185,Andy McDermott
8849382,37099,Hannah Moskowitz
8853299,38177,Charles Stross
8856598,41908,Books LLC
8857585,37875,R.A. Salvatore
8870923,39013,Teresa Medeiros
8877637,36645,J.D. Robb
8882815,37078,Michael Scott
8883501,36966,Cindy C. Bennett
8884616,36694,Holly Black
8885268,36627,Scott Westerfeld
8887183,41743,Christina Mandelski
8887365,40255,Kirby Larson
8901953,36546,Maria V. Snyder
8904408,38199,Neal Asher
8909152,36778,Rainbow Rowell
8912863,41908,Books LLC
8913370,37304,Sarah Waters
8918253,46764,Kathryn Erskine
8922087,36933,Lisa Schroeder
8922136,46417,Kristen Tracy
8922184,44190,Sarah Darer Littman
8926959,36851,Karen Chance
8928054,37089,Lauren Myracle
8931962,42578,Sophia Bennett
8933944,36597,J.K. Rowling
8934126,46373,Ricky Martin
8935153,36817,Laurell K. Hamilton
8935302,38118,Lynne Reid Banks
8935689,37729,Iain M. Banks
8936442,37512,Arthur Conan Doyle
8939770,43340,Lincoln Peirce
8942063,42493,Elisabeth Naughton
8949352,36880,Kristin Hannah
8951449,36768,Amanda Hocking
8960470,37508,L.J. Smith
8960483,37508,L.J. Smith
8970727,36855,Kim Newman
8982042,39962,Wayne Grudem
8982561,40022,Allan Frewin Jones
8986348,41908,Books LLC
8999892,39831,E.J. Stevens
9000173,44807,Cathy Glass
9003982,40637,كريم الشاذلي
9004758,47830,Katie Alender
9009637,42785,Amit Ray
9043061,37043,Tamora Pierce
9047584,43109,Jamie Oliver
9064899,36674,Kiersten White
9065265,36826,Sherrilyn Kenyon
9067850,36929,Rick Riordan
9077707,36874,Charlaine Harris
9085861,37145,Jorge Amado
9085886,37145,Jorge Amado
9118135,37342,Ann Patchett
9123956,37145,Jorge Amado
9132056,37762,Jamie Magee
9145870,46778,Norah Lofts
9150087,45496,Sarah Ban Breathnach
9165406,39259,Gary D. Schmidt
9166559,38458,Heather Gudenkauf
9166877,39846,Kady Cross
9167283,38428,O. Henry
9182478,37466,Myra McEntire
9187459,38203,Peter F. Hamilton
9206526,41030,Ednah Walters
9212008,44769,Jeff Erno
9214995,43252,Lidia Yuknavitch
9219901,40583,Portia de Rossi
9221733,37794,Robin Benway
9238506,37947,H.M. Ward
9239571,38048,Kelly Creagh
9242236,41931,Benyamin
9247442,37384,Vladimir Nabokov
9252036,39252,Jeanne Birdsall
9256414,36680,Tara Hudson
9260518,40480,Cynthia Eden
9260632,42000,Meghan O'Brien
9265453,38213,China Miéville
9265891,37231,Orson Scott Card
9266496,36478,Simone Elkeles
9266769,37850,Candace Bushnell
9266776,36961,Claire LaZebnik
9266793,38124,Sara Shepard
9266794,38124,Sara Shepard
9266810,42488,Sarah Mlynowski
9268487,37882,Peter V. Brett
9268693,37851,The Church of Jesus Christ of Latter-day Saints
9269614,41636,Michel de Montaigne
9269877,39428,Kele Moon
9275067,37662,Jill Shalvis
9275658,36707,Marie Lu
9277335,36594,Alyson Noel
9277339,38393,Suzanne Lazear
9279177,36755,David Levithan
9279284,41477,Hannah Howell
9279734,36638,Elizabeth Reyes
9280202,41160,Nancy Moser
9280551,48560,Nina Blazon
9284655,36747,Colleen Houck
9292965,48420,Tessa Dawn
9293020,37765,R.D. Ronald
9293970,38025,Laurann Dohner
9296438,41321,Lisa Scottoline
9300749,37961,C.E. Murphy
9300768,37866,Joe Abercrombie
9301842,48087,Kristiana Gregory
9303612,46922,Richard Paul Evans
9305362,38452,C.S. Pacat
9306975,38849,J.L. Bryan
9307674,36548,Eoin Colfer
9311559,44887,Leanne Banks
9314030,40480,Cynthia Eden
9314304,37652,Pamela Clare
9314426,36871,Patricia Briggs
9317110,40134,Claire Chilton
9317452,37894,Ben Aaronovitch
9326998,42465,Megan McDonald
9327053,48221,Jennifer Richard Jacobson
9329354,36479,Brandon Sanderson
9349496,44095,Kari Gregg
9359818,40573,Kameron Hurley
9361589,37168,Erin Morgenstern
9368401,39004,Lisa Tawn Bergren
9369687,37918,Jennifer Lynn Barnes
9373152,43224,John Shirley
9376345,36754,Rachel Caine
9378297,36693,Kendare Blake
9380186,36853,Keri Arthur
9386880,37614,Henry David Thoreau
9394010,36630,Gena Showalter
9395215,36594,Alyson Noel
9396154,38148,Kim Harrington
9397967,36697,Meg Cabot
9401590,37388,Oscar Wilde
9402429,40309,Meljean Brook
9403048,39831,E.J. Stevens
9403947,36948,Trish Doller
9407534,42929,Deborah Cooke
9408584,37179,Julia Quinn
9409458,36809,Maggie Stiefvater
9409469,37935,Cinda Williams Chima
9410421,36832,Nora Roberts
9413044,36721,Brodi Ashton
9414014,43264,Kelly Meding
9415946,37087,Malinda Lo
9415951,37795,Cat Patrick
9415957,45265,Holly Goldberg Sloan
9415958,38004,Jennifer Brown
9418327,38018,Tina Fey
9424367,36797,Caragh M. O'Brien
9428981,37839,Michael Moore
9432902,36839,Dan Simmons
9433912,41479,Marianne de Pierres
9436632,36804,Sophie Jordan
9437571,38062,Lauren Burd
9439989,37821,Jennifer Estep
9440448,37983,John Sandford
9442157,37634,Olivia Cunning
9443405,38041,David Foster Wallace
9446471,37735,Stanisław Lem
9447878,36826,Sherrilyn Kenyon
9452244,40063,Jay Lake
9454022,47838,Yaşar Kemal
9459078,47167,Zane Grey
9460487,37129,Ransom Riggs
9461562,40456,Martha Wells
9461872,37395,Ann Brashares
9462364,43613,Tracie Peterson
9462637,38082,Gillian Shields
9462775,36690,Maureen Johnson
9462795,36726,Josephine Angelini
9462812,36722,Amy Plum
9463639,42834,Mary Connealy
9464733,36769,Libba Bray
9464855,39241,Kelly Barnhill
9466865,40275,Daryl Gregory
9467341,43004,Laura Frantz
9468234,42366,Janet Gurtler
9468462,46632,Cordelia Fine
9469143,38167,Cherise Sinclair
9470371,36934,Jennifer Echols
9471065,36819,C.S. Friedman
9471670,37773,Tera Lynn Childs
9473340,46456,Gordon Korman
9475932,39039,Frances Hardinge
9476583,40821,Cathy Marie Hake
9477224,40012,إبراهيم الفقي
9477539,36557,Philip K. Dick
9477628,46592,Simon Sebag Montefiore
9477896,36596,Cornelia Funke
9478000,38325,Iain Parke
9481431,38624,Penelope Fletcher
9484114,47583,Shawn Achor
9487114,37317,Erin Hunter
9488435,47962,Ethel Lilian Voynich
9490038,37399,Anna Godbersen
9491671,43499,Lainey Reese
9491739,40062,Amy Reed
9495160,38025,Laurann Dohner
9495552,38025,Laurann Dohner
9500416,37339,Lisa See
9503573,39025,Erin Bow
9504214,37816,Stacey Kade
9504874,39992,John Bunyan
9507278,37889,Edgar Allan Poe
9508678,48246,Heath Sommer
9509289,38917,David Baldacci
9511309,44807,Cathy Glass
9514590,37651,Lora Leigh
9515964,38302,P.G. Wodehouse
9517449,36824,Joey W. Hill
9518873,38495,Dan Ariely
9519678,40644,Marie Force
9519912,36794,Jacqueline Carey
9520360,36929,Rick Riordan
9521859,46871,Clare London
9526658,36754,Rachel Caine
9526993,43359,Robert Wright
9529502,43340,Lincoln Peirce
9533378,37820,Kevin Hearne
9538660,47878,L.L. Raand
9539767,37804,Kristie Cook
9542259,36637,J.R. Ward
9542439,36624,Philippa Gregory
9545064,38234,Rachel Simon
9550264,38053,H.P. Mallory
9550301,36861,George R.R. Martin
9550620,38868,Cate Tiernan
9551700,43039,Karen Witemeyer
9553503,39755,L.A. Weatherly
9553614,38072,N.M. Facile
9554790,38407,Susanne Winnacker
9557751,39579,Sable Hunter
9565045,37180,Darynda Jones
9565548,36710,Robin LaFevers
9566119,46375,Shungiku Nakamura
9568185,40013,أحمد خالد توفيق
9570475,38531,Sara Donati
9571478,37179,Julia Quinn
9578336,44681,Adam Goodheart
9578590,36601,Melissa de la Cruz
9579634,37872,Mark  Lawrence
9579882,39325,Timothy Zahn
9581001,36863,Chloe Neill
9581507,38233,Jennifer  McMahon
9583173,37540,Jaclyn Dolamore
9583227,44505,Tracy Deebs
9583247,38867,Jennifer Anne Kogler
9583799,37165,Jonathan Safran Foer
9591398,38282,Catherynne M. Valente
9593911,36728,Lauren Oliver
9593913,36728,Lauren Oliver
9595620,37820,Kevin Hearne
9595650,37820,Kevin Hearne
9596460,48001,Megan Abbott
9599543,47625,D.H. Starr
9606839,37508,L.J. Smith
9608958,38425,Tom Clancy
9609248,37370,Emmuska Orczy
9609429,38326,Sarra Cannon
9612470,42496,Dani Harper
9615347,37010,Vera Brosgol
9615767,39781,R.J. Scott
9617677,37434,John le Carré
9622286,44590,Jackie French
9625608,39675,Yana Toboso
9626525,42226,Monica McCarty
9626553,37907,Chris Van Allsburg
9627755,36806,Stephanie Perkins
9630431,38140,Christopher Pike
9633188,42673,Elle Jasper
9633221,44985,Kim Culbertson
9633873,38583,Joe Hilley
9634643,45847,Christine M. Knight
9634967,38210,Daniel H. Wilson
9635319,36936,Keary Taylor
9635325,36936,Keary Taylor
9635439,41811,M.C. Beaton
9635495,38919,Karin Slaughter
9635657,43441,Rachel Renée Russell
9636371,42500,Alyssa Day
9637479,37658,Thea Harrison
9640591,40872,Shannon K. Butcher
9640837,37496,Darren Shan
9640884,37766,Mary Hoffman
9641072,37400,Margaret Peterson Haddix
9641078,46456,Gordon Korman
9642278,37790,Lisa Desrochers
9642279,40752,Allison van Diepen
9643425,36754,Rachel Caine
9643433,43633,Roseanna M. White
9643469,41479,Marianne de Pierres
9644151,38150,Mike Mullin
9645351,42929,Deborah Cooke
9647908,36647,Julie Garwood
9648068,39117,Rhiannon Frater
9656838,48513,Eve Silver
9657910,41655,Victoria Laurie
9661208,46375,Shungiku Nakamura
9662110,41039,Carol Oates
9662386,36747,Colleen Houck
9663879,38203,Peter F. Hamilton
9664718,37660,Lorelei James
9666812,38047,Alexandra Adornetto
9666870,37798,Sarah Rees Brennan
9667957,37660,Lorelei James
9669007,40847,Dorothy Love
9671126,38420,Jessica Shirvington
9673193,38078,Kate Brian
9673436,36999,Brian Selznick
9673936,37963,Rob Thurman
9674805,41774,Emily Brightwell
9675020,39189,Lisa Mangum
9676707,39718,Lisi Harrison
9677666,40625,Patrick Carman
9677807,42230,Winston Graham
9680114,37817,Julianna Baggott
9680403,36705,Rachel Vincent
9680718,36698,Jennifer L. Armentrout
9681214,36717,Aimee Carter
9681425,36913,Jim Butcher
9681519,37774,Trudi Canavan
9682235,37494,Isaac Asimov
9684523,36926,Geraldine Brooks
9688286,37863,Guy Gavriel Kay
9691498,37638,Lauren Dane
9694311,41363,Philippa Ballantine
9706495,36645,J.D. Robb
9708616,37824,Sherwood Smith
9709305,44110,Amber Kell
9711714,37115,A.S. King
9712341,38790,Gemma Burgess
9720766,38242,Jenna Black
9722217,39212,نور عبدالمجيد
9722219,39943,Amanda Stevens
9723754,36768,Amanda Hocking
9724798,40532,Sarah Jio
9726227,41573,Greg Bear
9728761,39739,Susan Bischoff
9728843,38904,Alyxandra Harvey
9730082,36800,Catherine Fisher
9732204,47195,Olaf Stapledon
9733619,41202,George Mann
9736930,38014,S.J. Watson
9738483,36629,Nalini Singh
9738582,36629,Nalini Singh
9739047,38167,Cherise Sinclair
9740847,44562,Mark Hodder
9741111,43268,Dixie Lynn Dwyer
9741685,38555,Zoë Marriott
9743729,40555,Sophie McKenzie
9747085,44883,Sherryl Woods
9748208,44434,Victoria Connelly
9748274,37216,Charles Dickens
9751406,44433,Sharon Lathan
9752191,44792,Davis Bunn
9753303,40866,Dianne Sylvan
9755769,38048,Kelly Creagh
9755855,45314,Sarah Prineas
9757229,36630,Gena Showalter
9758764,36905,Jennifer Weiner
9758765,39835,Karsten Knight
9758768,37967,Laura Wiess
9758788,37400,Margaret Peterson Haddix
9760071,38140,Christopher Pike
9760895,37656,Jacquelyn Frank
9761771,36698,Jennifer L. Armentrout
9761778,36698,Jennifer L. Armentrout
9766063,40421,Miyuki Miyabe
9766649,42632,Jeff W. Horton
9772406,37942,Tiffany Reisz
9776116,38098,Heather Killough-Walden
9776876,47634,J.M. Dattilo
9779094,47123,Kenneth Oppel
9780099,45312,Rusty Fischer
9780117,36800,Catherine Fisher
9780131,36800,Catherine Fisher
9783200,40541,Sharon J. Bolton
9788080,47824,Richard Rider
9791108,37873,Lian Hearn
9791117,38626,Terri Giuliano Long
9791892,36669,Jessica Brody
9791906,36669,Jessica Brody
9791910,36669,Jessica Brody
9792028,44948,Laura Kreitzer
9792034,44948,Laura Kreitzer
9794942,36824,Joey W. Hill
9795263,38257,Jenn Bennett
9797936,38839,Claire Farrell
9798310,42817,Laura Griffin
9798470,40472,J.D. Tyler
9799572,36639,Kristen Ashley
9802066,45964,Sara Poole
9804779,36859,Anne Rice
9806704,40684,Jennifer Worth
9807272,43340,Lincoln Peirce
9810413,36754,Rachel Caine
9814682,36861,George R.R. Martin
9815702,36863,Chloe Neill
9817161,36878,Laurie Halse Anderson
9818442,38098,Heather Killough-Walden
9819894,47385,عبد الكريم بكار
9826870,42033,Sunjeev Sahota
9828862,44464,Regina Jeffers
9833184,36621,Richelle Mead
9833965,41546,Sandra Beasley
9838977,48490,Kelli Sullivan
9842869,48555,Ulrike Schweikert
9846485,39159,Sherri Hayes
9849568,48246,Heath Sommer
9850443,41583,Patrick deWitt
9858081,38302,P.G. Wodehouse
9858488,39253,Jack Gantos
9858504,36594,Alyson Noel
9858517,37481,Gabrielle Zevin
9858714,45567,Lori Brighton
9859436,37476,Susan Dennard
9860784,47754,Carolyn Jess-Cooke
9862105,42692,J.A. Saare
9862342,38302,P.G. Wodehouse
9862761,38488,Charles C. Mann
9864637,39413,Elizabeth Chadwick
9866451,41707,Jeff Shaara
9867814,38150,Mike Mullin
9868970,37664,Larissa Ione
9872049,47848,Oruç Aruoba
9872091,38152,Rachel Ward
9874342,36672,Claudia Gray
9879625,36964,S.C. Stephens
9888775,36945,Miranda Kenneally
9893331,38124,Sara Shepard
9893355,38124,Sara Shepard
9893701,37792,Jayde Scott
9895334,36874,Charlaine Harris
9897164,36698,Jennifer L. Armentrout
9905387,41020,Kailin Gow
9911438,38702,محمد حسنين هيكل
9912786,36764,Kresley Cole
9912994,36896,Chuck Palahniuk
9915707,37469,Carrie Jones
9917879,36673,Lisa McMann
9917925,43728,Lena Coakley
9917945,37102,Ellen Hopkins
9917957,37751,Sarah Beth Durst
9918053,38140,Christopher Pike
9918128,37783,Jessica Verday
9918277,38078,Kate Brian
9922078,47809,Giorgio Faletti
9923274,39579,Sable Hunter
9924320,48599,Laura Weakley
9925397,48599,Laura Weakley
9928818,38302,P.G. Wodehouse
9931820,38989,Chris Wooding
9933894,37282,Deanna Raybourn
9935444,39004,Lisa Tawn Bergren
9936690,36747,Colleen Houck
9938498,37341,Erik Larson
9943270,36710,Robin LaFevers
9955669,36701,Rick Yancey
9959373,39198,إحسان عبد القدوس
9959448,39198,إحسان عبد القدوس
9959537,47949,Sarah Lark
9961796,36806,Stephanie Perkins
9962040,37637,Maya Banks
9963724,47321,Emilio Salgari
9968062,37538,Bella Andre
9972882,40025,Stacey Jay
9975214,42618,Asma Nadia
9975463,43831,Carla Kelly
9975679,37554,Ilsa J. Bick
9977836,37725,Philip José Farmer
9978196,38006,Louise Rennison
9981618,47609,Dorothy Koomson
9989287,38326,Sarra Cannon
9992246,46352,Chris Thrall
9995135,36630,Gena Showalter
9996645,39136,Faraaz Kazi
9998825,48279,William Kent Krueger
9998827,41793,Spencer Quinn
9999795,42882,Fiona Paul
10014677,39129,Cynthia B. Ainsworthe
10016013,43146,Eliezer Yudkowsky
10024937,42089,John Hart
10025007,37453,Beth Fantaskey
10025305,36720,Cassandra Clare
10029507,37828,Erich Segal
10031259,37802,Lindsay Buroker
10033583,47865,Murathan Mungan
10038674,45919,David Hair
10048521,41445,Sarah M. Eden
10048874,41534,Lia Habel
10048876,40064,Paula Morris
10049436,40394,Lindsey Kelk
10049966,41934,Chris d'Lacey
10054335,39687,Amor Towles
10054649,39321,Nathan Lowell
10059498,41319,Diane Chamberlain
10063343,36663,Sylvia Day
10065348,45394,Matt Myklusch
10065610,37102,Ellen Hopkins
10066125,48037,Jim Benton
10072160,41901,Cayla Kluver
10073506,37434,John le Carré
10074279,36913,Jim Butcher
10074280,36913,Jim Butcher
10075553,46158,Will McIntosh
10079321,38281,Lev Grossman
10081055,37822,Mercedes Lackey
10081131,40124,James Lee Burke
10082035,43616,Ronie Kendig
10088219,41246,Jennifer Hillier
10088913,40635,حسن الجندي
10092824,46711,Elyne Mitchell
