book_id,listegenre
8116673,"Art, Fantasy, Gothic, Horror, Paranormal-Vampires, Sequential Art-Comics, Sequential Art-Graphic Novels"
8119966,"European Literature-Scandinavian Literature, Fiction, Mystery, Mystery-Crime, Thriller, Thriller-Mystery Thriller"
8122734,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, War, War-World War II"
8124176,"Biography, Nonfiction, Sports-Basketball, Sports-Sports"
8125716,"Biblical, Biblical Fiction, Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance, Romance-Historical Romance"
8125720,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance"
8125734,"Christian, Christian Fiction, Contemporary, Fiction, Mystery, Romance, Romance-Romantic Suspense, Suspense, Thriller, Thriller-Mystery Thriller"
8125737,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Historical-Regency, Romance"
8125997,Short Stories
8126063,"Asian Literature-Indonesian Literature, Nonfiction"
8126204,"Cultural-Denmark, Fiction, Novels, Romance, Romantic"
8129464,"Adventure, Fantasy, Fiction, Science Fiction, Science Fiction-Time Travel, Young Adult"
8130013,"Anthologies, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Young Adult"
8130077,"Classics, Fiction"
8130839,"Animals-Wolves, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Supernatural, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves, Young Adult"
8131227,"Fantasy, Fiction, Humor, Mystery, Science Fiction, Writing-Books About Books"
8131576,"Biography, History, Nonfiction, Sports-Baseball, Sports-Sports"
8132998,"Asian Literature-Japanese Literature, Classics, Cultural-Japan, Fiction, Mystery, Short Stories"
8133077,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires"
8134092,"Nonfiction, Philosophy, Religion, Spirituality"
8134469,"Contemporary, Fiction, Historical-Historical Fiction"
8135807,"Adult Fiction-Erotica, Contemporary, New Adult, Romance, Romance-Contemporary Romance"
8138071,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Demons, Paranormal-Vampires, Paranormal-Witches"
8138232,"Adventure, Anthologies-Collections, Asian Literature-Indonesian Literature, Drama, Family, Fiction, Novels, Romance, Thriller, Young Adult"
8138331,"Animals-Cats, Fantasy, Fiction, Science Fiction"
8138434,"Adult Fiction, Animals, Animals-Dogs, Fiction, Realistic Fiction"
8139160,"Fantasy, Fantasy-Paranormal, Paranormal-Witches, Young Adult"
8139321,"Christian, Christian Fiction, Fiction, Romance"
8140709,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Science Fiction-Steampunk"
8143073,"Fiction, Historical, Historical-Historical Fiction, Music"
8143390,"Cultural-France, Fiction, Historical, Historical-Historical Fiction, Roman"
8144079,"Contemporary, Realistic Fiction, Sports-Sports, Young Adult, Young Adult-Teen"
8144675,"Autobiography-Memoir, Food and Drink-Food, Gardening, Nonfiction, Science-Agriculture"
8144743,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, New Adult, Paranormal-Angels, Paranormal-Demons, Romance, Romance-Paranormal Romance, Young Adult"
8144897,"Classics, European Literature-German Literature, Humanities-Language, Humor, Nonfiction, Writing-Essays"
8144969,"Contemporary, Romance, Romance-Contemporary Romance"
8146077,"English History-Tudor Period, European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction"
8147248,"Fantasy, Paranormal-Vampires, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
8150317,"Adult, Contemporary, Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
8151358,"Christian, Christian Fiction, Contemporary, Fiction, Womens Fiction-Chick Lit"
8152618,"Christian Fiction, Cultural-Asia, Cultural-China, Fiction, Historical, Historical-Historical Fiction"
8156791,"Academic-Read For School, Academic-School, Classics, Nonfiction, Religion, Religion-Christianity, Religion-Judaism, Religion-Theology"
8158992,"Fantasy, Fantasy-Paranormal, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance"
8161632,"Fantasy, Fantasy-Paranormal, Paranormal-Fairies, Young Adult"
8162282,"History, Nonfiction, Politics"
8162603,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
8163356,"Category Romance-Harlequin, Contemporary, Harlequin-Harlequin Desire, Romance, Romance-Contemporary Romance"
8163541,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Music, Nonfiction"
8163722,"Adult, Audiobook, Culture-Pop Culture, History, Humor, Humor-Comedy, Nonfiction, Politics, Reference, Science"
8164566,"Romance, Romance-M M Romance, Science Fiction-Dystopia"
8164593,"Dark, Romance, Romance-M M Romance, Science Fiction-Dystopia"
8164800,"Contemporary, Romance, Romance-M M Romance, Young Adult"
8167001,"Apocalyptic-Post Apocalyptic, Fiction, Horror, Horror-Zombies"
8167094,"Nonfiction, Philosophy, Science, Science-Astronomy, Science-Physics"
8167292,"Autobiography-Memoir, Nonfiction, Travel"
8170980,"Feminism, GLBT-Queer, Nonfiction, Social Issues-Activism, Social Movements-Social Justice, Writing-Essays"
8171378,"History, Nonfiction"
8171984,"Fantasy-Paranormal, Paranormal-Angels, Romance, Young Adult"
8173152,"Leadership, Religion-Christianity"
8173649,"Audiobook, Novels"
8174363,"Fantasy-Paranormal, Romance, Romance-Paranormal Romance, Science Fiction, Science Fiction-Aliens"
8174434,"Fiction, Mystery, Mystery-Crime, Thriller, Thriller-Mystery Thriller"
8174468,Science Fiction
8174589,"Biography, Nonfiction, Sports-Sports"
8174612,Cultural-Japan
8175807,"Autobiography-Memoir, Biography, Nonfiction, Politics"
8177525,"Nonfiction, Self Help"
8177852,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Romance, Romance-Paranormal Romance, Young Adult"
8182126,"Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Demons, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
8182179,"Art, Music, Writing-Essays"
8182682,"Fantasy, Fantasy-Paranormal, Humor, Paranormal-Shapeshifters, Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves"
8182700,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance"
8185871,"Contemporary, Fiction, Mystery, Mystery-Crime, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense, Thriller, Thriller-Mystery Thriller"
8187210,"Biography, Nonfiction"
8187291,"Cultural-Portugal, European Literature-Portuguese Literature, Poetry"
8189310,"Animals, Animals-Dogs, Childrens, Childrens-Middle Grade, Realistic Fiction, Young Adult"
8192373,"Biography, Biography Memoir, History, Nonfiction"
8192391,"Adult, Adult Fiction-Erotica, Contemporary, Contemporary Romance-Sports Romance, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Sports-Baseball, Sports-Sports, Womens Fiction-Chick Lit"
8192675,"Fantasy, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
8195692,"Fiction, Graphic Novels Comics, Mystery, Mystery-Crime, Mystery-Noir, Sequential Art-Comics, Sequential Art-Graphic Novels"
8196732,"Fiction, Mystery, Mystery-Crime, Suspense, Thriller"
8198230,"Biology-Evolution, History, Nonfiction"
8199591,"Fantasy, Fantasy-Paranormal, Mystery, Romance, Romance-Paranormal Romance, Romance-Romantic Suspense"
8200523,"Asian Literature-Indian Literature, Cultural-India, Philosophy, Poetry, Religion, Religion-Hinduism"
8201605,"Biography, Biography Memoir, History, Nonfiction"
8203208,"Christian, Christian-Christian Living, Christian-Christian Non Fiction, Nonfiction"
8204005,"Adult, Contemporary, New Adult, Romance, Romance-Contemporary Romance"
8204809,"Fantasy-Paranormal, Romance, Romance-Paranormal Romance, Science Fiction"
8205669,"Fantasy, Fantasy-Paranormal, Fiction, Humor, Mystery, Romance, Womens Fiction-Chick Lit"
8207176,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction"
8213686,"Fantasy-Paranormal, Fiction, Horror, Mystery, Paranormal-Ghosts, Thriller"
8214792,"Adventure, Christian, Christian Fiction-Christian Fantasy, Fantasy, Fiction, Young Adult, Young Adult-Teen"
8220474,GLBT-Lesbian
8220745,"Adventure, Adventure-Pirates, Fantasy, Historical, Historical-Historical Fiction, Science Fiction-Time Travel, Young Adult"
8225326,"Politics, Sequential Art-Comics"
8225495,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Paranormal-Demons, Romance, Romance-Paranormal Romance"
8225859,"Cultural-Africa, Culture-Society, Historical, History, History-World History, Literature, Nonfiction, Politics, Travel, War"
8226034,"Drama, European Literature-Danish, Fiction, Historical-Historical Fiction"
8229029,"Audiobook, Environment-Nature, History, Nonfiction, Philosophy, Science, Science-Astronomy, Science-Physics, Science-Popular Science, Space"
8229399,"Childrens, Childrens-Chapter Books, Childrens-Juvenile, Childrens-Middle Grade, Fiction, Humor, Realistic Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Young Adult"
8230409,"Fantasy, Fantasy-Paranormal, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
8230578,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Angels, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
8234195,"Biography, History, Nonfiction, Poetry"
8235178,"Romance, Science Fiction, Science Fiction-Dystopia, Young Adult"
8239301,Novels
8239438,"Contemporary, Fiction, Realistic Fiction, Young Adult"
8240188,"Cultural-India, Fiction"
8241088,"Fantasy, Young Adult"
8242755,"Childrens, Fantasy, Fiction, Mystery, Young Adult"
8243002,Nonfiction
8243678,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction, Romance"
8244468,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, GLBT-Lesbian, LGBT, Paranormal-Vampires, Romance, Romance-Lesbian Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves"
8246566,"Adult, Adult Fiction-Erotica, Contemporary, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Shapeshifters, Romance, Romance-Erotic Romance, Romance-Paranormal Romance"
8248617,"Autobiography-Memoir, Biography, Nonfiction"
8251057,"Autobiography-Memoir, Biography, Biography-Autobiography, Cultural-India, Nonfiction, Religion-Hinduism, Spirituality"
8251596,"European Literature-Romanian Literature, Fiction, Short Stories"
8253016,"Fantasy, Fiction, Holiday, Holiday-Christmas"
8253037,"Adventure, Fantasy, Fantasy-Urban Fantasy, Fiction, Historical-Historical Fiction, Science Fiction, Science Fiction-Alternate History, Science Fiction-Steampunk, Westerns, Westerns-Weird West"
8253491,"Adventure, Adventure-Survival, Childrens-Middle Grade, Fiction, Realistic Fiction, Young Adult"
8253920,"Adult, Adventure, Audiobook, Epic, Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fiction, Science Fiction Fantasy"
8255649,"Contemporary, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-High School"
8257810,"Culture-Society, Education, Nonfiction, Philosophy, Psychology, Self Help"
8258519,"Fiction, Historical, Historical-Historical Fiction, New York"
8262268,Romance
8262403,"Contemporary, Erotica-Menage, Menage-M M M, Romance, Romance-M M Romance"
8262461,"Disability, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Romance, Romance-M M Romance"
8262550,"Historical, Historical-Historical Fiction, Romance, Romance-Historical Romance, Romance-Western Romance, Westerns"
8267386,"Contemporary, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense, Westerns"
8269450,"Fantasy, Fantasy-Paranormal, Romance, Young Adult"
8270466,"Fantasy, Fantasy-Urban Fantasy, Romance, Young Adult"
8272246,"Autobiography-Memoir, Nonfiction, Sociology-Abuse"
8272408,"Fiction, Historical-Historical Fiction, Music, Mystery"
8273636,"Fantasy, Paranormal-Angels"
8273915,"Adult, Audiobook, Book Club, Fiction, Historical, Historical-Historical Fiction, Mystery, War, War-World War II, World War II-Holocaust"
8274537,"Childrens, Childrens-Middle Grade, Contemporary, Diary, Fiction, Humor, Realistic Fiction, Romance, Sequential Art-Graphic Novels, Young Adult"
8275050,Classics
8275915,"Academic-School, Childrens, Fiction, Historical-Historical Fiction"
8281069,"Childrens, Culture-Pop Culture, Fantasy-Magic, Food and Drink, Food and Drink-Cookbooks, Food and Drink-Cooking, Food and Drink-Food, Nonfiction, Pop Culture-Fandom, Reference"
8288246,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Young Adult"
8288779,"Childrens, Fantasy, Fiction"
8289097,"Classics, Fiction, Mystery, Mystery-Crime, Short Stories"
8289133,"Audiobook, Classics, European Literature-British Literature, Fiction, Literature, Literature-19th Century, Mystery, Mystery-Crime, Mystery-Detective, Short Stories"
8289147,"Classics, Fiction, Mystery, Mystery-Crime, Short Stories"
8290820,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance"
8293822,"Comics Manga, Fantasy, Fantasy-Paranormal, Fiction, Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
8293843,"Fantasy, Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
8293863,"Fantasy, Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
8293872,"Fantasy, Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
8293890,"Fantasy, Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
8293938,"Childrens, Childrens-Middle Grade, Fiction, Historical, Historical-Historical Fiction, Young Adult"
8296211,"Fiction, Sequential Art-Bande Dessinée, Sequential Art-Comics, Sequential Art-Graphic Novels"
8299165,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Historical, Historical-Historical Fiction, Paranormal-Witches, Romance, Young Adult, Young Adult-Teen"
8299697,Sequential Art-Graphic Novels
8301946,"Christian, Christian-Christian Non Fiction, Nonfiction, Religion-Christianity, Religion-Theology"
8301964,"Childrens, Childrens-Picture Books"
8303108,"Christian Fiction, Fantasy, Fantasy-Fairy Tales, Fiction, Romance, Young Adult"
8303402,"Cultural-Canada, Fiction, Historical, Historical-Historical Fiction, Westerns"
8303977,"Animals, Autobiography-Memoir, Environment-Nature, Nonfiction, Science"
8305177,"History, History-European History, Literature-18th Century, Nonfiction, Philosophy"
8306725,"Fantasy, Fantasy-Magic, Fiction, Young Adult"
8306745,"Adventure, Childrens-Middle Grade, Fantasy, Young Adult"
8308598,"Humor, Humor-Comedy, Nonfiction, Sexuality"
8309123,"Fiction, Romance, Womens Fiction-Chick Lit"
8311265,"Animals, Animals-Dogs, Autobiography-Memoir, Nonfiction, Plays-Theatre"
8312889,"Fantasy, Fantasy-Paranormal, Historical, Paranormal-Shapeshifters, Romance, Romance-Historical Romance, Romance-Paranormal Romance"
8314214,"Fantasy-Paranormal, Romance, Young Adult"
8315340,"Fantasy, Fantasy-Dark Fantasy, Fantasy-Magic, Fiction, Romance"
8315872,"Mystery, Mystery-Crime, Romance"
8318666,"Fantasy, Fiction, Historical, Historical-Historical Fiction"
8319517,"Action, Audiobook, Classics, European Literature-British Literature, Fiction, Historical-Historical Fiction, Mystery, Mystery-Crime, Mystery-Detective, Short Stories"
8320840,"Classics, Fantasy, Fiction, Horror, Short Stories"
8323386,"Christian, Christian-Christian Living, Christian-Christian Non Fiction, Nonfiction"
8323492,"Autobiography-Memoir, Biography, Nonfiction, Writing-Books About Books"
8325092,"Audiobook, Fantasy, Fiction, Horror, Horror-Zombies, Media Tie In-Star Wars, Novels, Science Fiction, Science Fiction Fantasy, Space-Space Opera"
8329361,Thriller
8329766,"Fantasy, Fiction, Young Adult"
8329929,"Adventure-Survival, Apocalyptic-Post Apocalyptic, Fantasy-Paranormal, Fiction, Horror, Horror-Zombies, Science Fiction, Science Fiction-Dystopia, Young Adult, Young Adult-Teen"
8331312,"Adventure, Childrens, Childrens-Middle Grade, Fantasy, Fantasy-Dragons, Fantasy-Magic, Fiction, Paranormal-Fairies, Young Adult, Young Adult-Teen"
8333930,"Adventure, Childrens, Fantasy, Fantasy-Magic, Fantasy-Mythology, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Thriller, Young Adult"
8335119,"Contemporary, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Romance, Romance-Paranormal Romance, Romance-Romantic Suspense, Suspense, War-Military Fiction"
8337087,"Adventure, Apocalyptic-Post Apocalyptic, Fantasy, Fantasy-Paranormal, Fiction, Romance, Science Fiction, Science Fiction-Dystopia, Young Adult, Young Adult-Teen"
8339150,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
8339286,"Adventure, Childrens, Childrens-Middle Grade, Death, Family, Fantasy, Fantasy-Fairy Tales, Fiction, Roman, Young Adult"
8340846,"Biography, History, Language-Writing, Museology-Museums, Nonfiction, Travel"
8341567,"Adult, Adult Fiction-Erotica, Contemporary, Contemporary Romance-Sports Romance, Football, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Sports-Sports, Womens Fiction-Chick Lit"
8341706,"Adult, Audiobook, European Literature-German Literature, Fantasy, Fantasy-Dragons, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction, Literature-American, Novels"
8341860,"Christian, Christianity-Lds, Inspirational, Lds-Lds Non Fiction, Lds-Mormonism, Nonfiction, Religion, Religion-Church, Religion-Faith, Spirituality"
8343372,"Manga-Seinen, Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
8343444,"Asian Literature-Indonesian Literature, Contemporary, Drama, Family, Fiction, Love, Novels, Romance, Young Adult, Young Adult-Coming Of Age"
8343766,"Autobiography-Memoir, Biography, Nonfiction, Poetry"
8345521,"Science Fiction, Science Fiction-Dystopia, Thriller, Young Adult"
8346300,"Fantasy, Fiction, Young Adult"
8348904,"Fantasy, Fantasy-Magic, Fantasy-Urban Fantasy, Fiction"
8349046,"Adult, Adult Fiction-Erotica, Contemporary, Erotica-BDSM, Erotica-Menage, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Romance-Western Romance, Westerns"
8349343,"Christian Fiction, Romance-Christian Romance"
8349348,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Young Adult"
8350864,"Fantasy-Paranormal, Fiction, Historical, Historical-Historical Fiction, Horror, Mystery, Paranormal-Ghosts"
8352302,"Adult, Adult Fiction-Erotica, Business-Amazon, Contemporary, Fiction, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Suspense, Womens Fiction-Chick Lit"
8354134,"Contemporary, Disability, Fiction, Realistic Fiction, Sports-Sports, Young Adult"
8355571,"Fantasy, Fantasy-Urban Fantasy, Paranormal-Vampires, Young Adult"
8355689,"Fairies-Fae, Fantasy, Fantasy-Magic, Paranormal-Shapeshifters, Paranormal-Vampires, Shapeshifters-Werewolves, Young Adult"
8356330,"Cultural-Greece, Poetry"
8356487,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Historical, Historical-Historical Fiction, Paranormal-Vampires, Romance, Science Fiction-Steampunk, Shapeshifters-Werewolves"
8357992,"Fiction, Mystery, Mystery-Crime, Thriller"
8362878,"Christian, Christian-Christian Living, Nonfiction, Religion-Christianity, Religion-Faith, Spirituality"
8363907,"Autobiography-Memoir, Christian, Nonfiction"
8364977,"Fantasy, Fantasy-Fairy Tales, Fantasy-Magic, Romance, Young Adult"
8365141,"Art, Art and Photography, Art-Photography, Nonfiction"
8366402,"Fiction, Historical-Historical Fiction, Literary Fiction, Magical Realism"
8366788,"Art, Couture-Fashion, History, Nonfiction"
8369681,"Contemporary, Fiction, Realistic Fiction, Retellings, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-High School, Young Adult-Teen, Young Adult-Young Adult Romance"
8369940,"Nonfiction, Philosophy-Metaphysics, Self Help, Spirituality"
8372642,"Childrens, European Literature-Portuguese Literature"
8373331,"History, Politics"
8373527,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Romance, Young Adult"
8376729,"Fantasy, Fantasy-Paranormal, Paranormal-Angels, Romance, Young Adult"
8379305,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Angels, Paranormal-Demons, Romance, Romance-Paranormal Romance"
8379374,"Adult, Adult Fiction-Erotica, Contemporary, Romance, Romance-Contemporary Romance, Romance-Erotic Romance"
8379666,"Adult, Contemporary, Romance, Romance-Contemporary Romance"
8380409,"Contemporary, Fiction, Literature-Jewish, Novels"
8385294,"Classics, Fiction, Literature"
8387154,"Biography, Biography Memoir, Biography-Autobiography, European Literature-British Literature, History, Military-Military History, Nonfiction, War, War-Military Fiction, War-World War I"
8388506,Humor
8388983,"Cultural-China, Fiction, Historical, Historical-Historical Fiction, Romance"
8389671,"Fantasy, Fiction, Historical-Historical Fiction, Magical Realism, Short Stories"
8390428,"Cultural-Ireland, European Literature-Irish Literature, Historical-Historical Fiction, Romance"
8392871,"Classics, European Literature-British Literature, Poetry"
8393104,"Fantasy, Fantasy-Urban Fantasy, Fiction, Humor, Romance"
8396337,"Adventure, Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction"
8396340,"Fantasy, Fiction, Short Stories, Young Adult, Young Adult-Young Adult Fantasy"
8396505,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Mystery, Mystery-Cozy Mystery, Mystery-Paranormal Mystery, Paranormal-Ghosts"
8400680,"Aircraft-Helicopters, Fiction, Folklore-Monsters, Horror, Science Fiction"
8400754,"Christian, Christian Fiction, Fiction, Mystery, Suspense"
8406239,"Fiction, Short Stories"
8406899,"Classics, European Literature-Albanian Literature, Fiction"
8407173,"Cultural-Australia, Fiction, Historical-Historical Fiction, Mystery, Young Adult"
8409257,"Adult, Adult Fiction-Erotica, Audiobook, Contemporary, Fiction, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Romance-Western Romance, Westerns"
8411749,"Fantasy, Fantasy-Magic, Fiction"
8411750,"Fiction, Romance"
8414756,"Action, Adventure, Comics-Superheroes, Fantasy, Fiction, Young Adult"
8417155,"Contemporary, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
8419235,"Nonfiction, Religion, Religion-Christianity, Religion-Theology, Spirituality"
8419428,"Adult, Contemporary, Fiction, Humor, Mystery, Romance, Romance-Contemporary Romance, Romance-Romantic Suspense, Suspense, Womens Fiction-Chick Lit"
8419429,"Contemporary, Contemporary Romance-Sports Romance, Romance, Romance-Contemporary Romance, Sports-Sports"
8419432,"Adult, Adult Fiction-Erotica, Contemporary, Erotica-BDSM, Erotica-Menage, Fiction, Romance, Romance-Contemporary Romance, Romance-Erotic Romance, Romance-Romantic Suspense"
8419447,"Contemporary, Fiction, Humor, Humor-Comedy"
8419647,"Contemporary, Realistic Fiction, Romance, Young Adult"
8421720,"Childrens-Middle Grade, Dark Fantasy-Goth, Fantasy, Fiction, Gothic, Humor, Mystery, Sequential Art-Graphic Novels, Young Adult, Young Adult-Teen"
8424017,Nonfiction
8427264,"Fiction, Historical, Historical-Historical Fiction, Humor, Mystery, Mystery-Cozy Mystery, Mystery-Crime, Mystery-Historical Mystery, New York, Thriller-Mystery Thriller"
8427566,"Christianity-Catholic, History, Nonfiction, Religion, Religion-Christianity, Religion-Faith, Religion-Theology"
8428050,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Paranormal-Angels, Romance, Young Adult"
8428056,"Fantasy, Fantasy-Paranormal, Romance, Shapeshifters-Werewolves, Young Adult"
8428064,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult"
8428069,"Contemporary, Fiction, Mystery, Realistic Fiction, Romance, Thriller, Thriller-Mystery Thriller, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen"
8428110,"Fantasy, Fantasy-Paranormal, Horror, Mystery, Paranormal-Ghosts, Young Adult"
8428115,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Romance, Young Adult"
8428139,"Contemporary, Fiction, Realistic Fiction, Romance, Young Adult, Young Adult-Teen"
8428195,"Fantasy, Fantasy-Fairy Tales, Retellings, Romance, Young Adult"
8428985,"Fiction, Science Fiction, Science Fiction-Dystopia, Young Adult"
8429687,"Apocalyptic-Post Apocalyptic, Fiction, Horror, Horror-Zombies, Science Fiction"
8430056,"Nonfiction, Religion"
8430908,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Young Adult"
8431116,"Adventure, Childrens, Childrens-Juvenile, Childrens-Middle Grade, Fiction, Historical-Historical Fiction, Mystery, Realistic Fiction, Spy Thriller-Espionage, War-World War II"
8431746,"Adventure, Fiction, Science Fiction, Young Adult"
8433044,"LGBT, Manga-Yaoi, Romance, Romance-M M Romance, Sequential Art-Manga, Yaoi-Boys Love"
8433105,Spirituality
8433695,"Historical-Historical Fiction, Historical-Medieval, Romance, Romance-Historical Romance, Science Fiction-Time Travel"
8434205,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Poetry, Romance, Romance-Paranormal Romance"
8434922,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
8435071,"Fairies-Fae, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance"
8435445,"Action, Adventure, Fiction, Spy Thriller-Espionage, Young Adult"
8436953,"Contemporary, Mystery-Murder Mystery, Romance, Romance-M M Romance"
8437538,"Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
8437576,"Fiction, Literature"
8437667,"Fiction, Mystery, Mystery-Crime, Thriller"
8437913,"Fiction, Mystery, Thriller"
8438589,"Classics, Science Fiction, Science Fiction Fantasy, Short Stories"
8439862,"Classics, Fantasy, Fiction, Science Fiction"
8441504,"Food and Drink-Cookbooks, Food and Drink-Cooking, Food and Drink-Food, Nonfiction"
8441754,"Christian, Inspirational, Nonfiction, Religion, Religion-Christianity, Self Help, Spirituality"
8444681,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
8444997,"Manga-Shojo, Mystery, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
8447255,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction"
8448478,"Fantasy, Fantasy-Paranormal, Paranormal-Fairies, Romance, Young Adult"
8449698,"Historical, Romance, Romance-Historical Romance"
8449976,"Reference, Sports-Cycling"
8450235,"Fantasy, Young Adult"
8452309,"Adventure, Fiction, Historical-Historical Fiction, Spy Thriller-Espionage, Young Adult"
8452340,"Fantasy, Fantasy-Magic, Romance, Young Adult, Young Adult-Young Adult Fantasy"
8454515,"Fantasy, Fantasy-Dragons"
8456124,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Young Adult"
8456791,Adult Fiction-Erotica
8456848,European Literature-Bulgarian Literature
8456930,"Fantasy, Romance"
8458018,"Adventure, Audiobook, Fantasy, Fantasy-Magic, Fantasy-Mythology, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Young Adult, Young Adult-Young Adult Fantasy"
8460524,"Asian Literature-Indonesian Literature, Fiction, Novels, Romance"
8460544,"American Revolution-American Revolutionary War, Autobiography-Memoir, Biography, History, Military History-American Revolution, Nonfiction, North American Hi...-American History"
8462184,"Fantasy, Fantasy-Paranormal, Paranormal-Vampires, Young Adult"
