book_id,listegenre
281755,"Autobiography-Memoir, Biography, Cultural-Asia, Nonfiction"
281818,"Audiobook, Business, Computer Science-Computers, Computer Science-Programming, Computers-Internet, History, Nonfiction, Science, Science-Computer Science, Science-Technology"
281881,"Business, Leadership, Nonfiction, Self Help, Self Help-Personal Development"
281912,"Adventure, Fantasy, Fiction, Historical-Historical Fiction, Young Adult"
282083,"Animals-Dinosaurs, Childrens, Childrens-Picture Books"
282092,"Fiction, Westerns"
282108,"Biography, Cultural-Russia, History, History-Russian History, Nonfiction, Politics"
282201,"Anthologies, Fantasy, Fantasy-Fairy Tales, Fantasy-Mythology, Feminism, Feminism-Womens Studies, Fiction, Folklore, Short Stories, Womens"
282240,"Fantasy, Fantasy-Supernatural, Fantasy-Urban Fantasy, Horror, Young Adult"
282270,"Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga"
282282,"Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
282356,"Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
282363,"Manga-Shojo, Romance, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
282440,"Contemporary, Fairies-Fae, Fantasy, Fantasy-Magic, Fantasy-Mythology, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Young Adult"
282447,"History, Nonfiction, Philosophy, Politics, Sociology"
282459,"Biography, History, Nonfiction, Science, Science-History Of Science, Science-Physics"
282552,"Feminism, Nonfiction, Parenting, Psychology, Sexuality, Sociology, Womens"
282616,"Literature-Jewish, Marriage, Nonfiction, Relationships, Religion, Religion-Judaism, Sexuality"
282646,"Classics, Fiction, Gothic-Southern Gothic, Literature-American, Novels, Short Stories"
282675,"Contemporary, Fiction, Literary Fiction"
282773,"Childrens, Childrens-Middle Grade, Fiction, Realistic Fiction, Young Adult"
282778,"Adult Fiction, Christian, Christian Fiction, Contemporary, Drama, Fiction, Inspirational, Romance, Romance-Christian Romance, Womens Fiction-Chick Lit"
282987,"Art, Culture-Film, Nonfiction, Writing-Essays"
283022,"Adventure, Fantasy, Fiction, Historical-Historical Fiction, Mythology-Arthurian, Young Adult"
283101,"Fantasy, Horror, Paranormal-Vampires, Science Fiction, Sequential Art-Manga"
283310,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit, Young Adult, Young Adult-Teen"
283486,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283487,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283488,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283489,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283490,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283494,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Fairies, Young Adult"
283506,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283508,"Science Fiction, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga"
283598,"Fiction, Science Fiction, Science Fiction Fantasy"
283676,"Childrens, Childrens-Picture Books, Fiction"
283689,"Christian, Reference, Religion-Christianity, Religion-Theology"
284071,"Contemporary, Fiction, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
284295,"Fiction, Health-Mental Health, Science Fiction, Science Fiction-Dystopia, Young Adult"
284338,"Childrens, Childrens-Middle Grade, Social Issues-Poverty, Young Adult"
284429,"Nonfiction, Politics, Writing-Essays"
284440,"Adventure, Childrens-Middle Grade, Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fantasy-Urban Fantasy, Fiction, Humor, Mystery, Young Adult"
284524,"Cultural, Nonfiction, Reference"
284996,"Academic-School, American-Southern, Classics, Fiction, Gothic-Southern Gothic, Literary Fiction, Literature, Literature-20th Century, Literature-American, Short Stories"
285011,"Christian, Christian Fiction, Fiction, Mystery, Romance, Suspense"
285064,"European Literature-Scandinavian Literature, European Literature-Swedish Literature, Fantasy, Fiction, Magical Realism"
285092,"Contemporary, Fiction, Humor, Music, Romance"
285105,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Mythology-Mermaids, Romance, Romance-Paranormal Romance, Womens Fiction-Chick Lit"
285205,"Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Paranormal-Vampires, Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves"
285209,"Adult, Fairy Tales-Beauty and The Beast, Fantasy, Fantasy-High Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fiction, Romance, Romance-Fantasy Romance, Science Fiction Fantasy"
285211,"Fantasy, Fantasy-Magic, Fiction, Romance"
285212,"Anthologies, Fantasy, Fantasy-Paranormal, Fantasy-Urban Fantasy, Romance, Romance-Paranormal Romance, Shapeshifters-Werewolves"
285224,"Fantasy, Fantasy-Magic, Fantasy-Paranormal, Fiction, Romance"
285498,"Biography, Historical, History, Military History-American Revolution, Nonfiction, North American Hi...-American History"
285500,"Classics, History, Nonfiction, Philosophy, Politics, Reference"
285563,"Feminism, Fiction, Science Fiction, Science Fiction-Dystopia, Speculative Fiction"
285672,"Childrens, Childrens-Picture Books, Family, Fantasy, Fantasy-Fairy Tales, Fiction, Food and Drink-Food, Holiday-Halloween, Horror, Paranormal-Witches"
285692,"Childrens, Childrens-Picture Books"
285740,"Childrens, Childrens-Picture Books"
285746,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction"
285792,"Childrens, Childrens-Picture Books"
285810,"Fiction, Mystery, Thriller"
285825,"Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia"
285941,"Animals-Birds, Autobiography-Memoir, Biography, Environment-Nature, Nonfiction, Science, Science-Natural History"
286136,"Adventure, Fantasy, Fantasy-Magic, Fiction"
286276,"Adult, Adult Fiction, Adult Fiction-Erotica, Contemporary, Dark, Drama, Fiction, New Adult, Romance, Sociology-Abuse"
286357,"Cultural-Australia, Fiction, Literary Fiction, Literature, Novels"
286445,"Fiction, Science Fiction, Space-Space Opera"
286491,"Fiction, Historical-Historical Fiction, Military-Military History, War, War-Military Fiction"
286507,"Fantasy, Fantasy-Epic Fantasy, Fiction"
286737,"Fiction, Historical, Historical-Historical Fiction"
286792,"Classics, Drama, European Literature-British Literature, Fiction, Historical, Historical-Historical Fiction, Literature, Plays, Plays-Theatre, Poetry"
286801,"European Literature-British Literature, Fiction, Literary Fiction, Literature, Nobel Prize, Novels"
286879,"Autobiography-Memoir, Nonfiction, Philosophy, Short Stories"
286957,"Academic-School, Classics, Feminism, Fiction, Gothic, Health-Mental Health, Horror, Literature-19th Century, Mental Health-Mental Illness, Short Stories"
287022,"Fiction, Historical, Historical-Historical Fiction, Mystery, War"
287083,"Fiction, GLBT-Lesbian, GLBT-Queer, LGBT, Lesbian-Lesbian Fiction"
287133,"Fantasy, Fiction, Games-Video Games, Science Fiction, Sports and Games-Games"
287377,"Childrens, Classics, Fiction, Historical-Historical Fiction, Young Adult"
287380,"Comics Manga, Cultural-Japan, Drama, Fiction, Manga-Shojo, Romance, Sequential Art-Comics, Sequential Art-Graphic Novels, Sequential Art-Manga, Young Adult"
287490,"Autobiography-Memoir, Nonfiction, Psychology"
287498,"Fiction, Science Fiction, Space-Space Opera"
287510,"Academic-School, Classics, European Literature-German Literature, Fiction"
287530,"Computer Science-Programming, Nonfiction, Philosophy, Philosophy-Logic, Reference"
287571,"Fiction, Humor, Mystery, Mystery-Cozy Mystery, Romance, Womens Fiction-Chick Lit"
287576,"Adult, Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
287585,"Cultural-France, Humanities-Language, Humanities-Linguistics, Nonfiction, Philosophy, Philosophy-Theory"
287630,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
287632,"Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
287633,"Adult, Dark, Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fantasy-Urban Fantasy, Fiction, Paranormal-Vampires, Romance, Romance-Paranormal Romance"
287634,"Fantasy, Fantasy-Paranormal, Romance, Romance-Paranormal Romance"
287655,"Fiction, Romance, Womens Fiction-Chick Lit"
287737,Fiction
287861,"Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia, Science Fiction-Steampunk, Young Adult"
288088,"Business, Business-Management, Nonfiction, Textbooks"
288159,"Fiction, Historical, Historical-Historical Fiction, Mystery, Mystery-Historical Mystery, Romance"
288301,"Autobiography-Memoir, Biography, Classics, Nonfiction"
288453,"Biography, Cultural-Italy, History, Nonfiction, Philosophy, Religion, Science"
288501,"Autobiography-Memoir, History, Nonfiction"
288518,"Autobiography-Memoir, Biography, Classics, Cultural-Italy, Nonfiction, Travel"
288644,"Contemporary, Cultural-Asia, Cultural-India, Fiction"
288766,"Fantasy, Fiction, Science Fiction, Space-Space Opera"
288771,"Fiction, Romance, Science Fiction, Space-Space Opera"
288803,"Fiction, Holiday-Christmas, Mystery"
288918,Mystery
288956,"Fiction, Mystery, Mystery-Crime, Thriller"
288957,"Fiction, Humor, Mystery, Mystery-Crime, Thriller"
288958,"Fiction, Mystery-Crime, Westerns"
288962,"Action, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Mystery-Noir, Novels, Suspense, Thriller, Thriller-Mystery Thriller"
288987,"Fiction, Mystery, Mystery-Crime"
288989,"Adult, Contemporary, Fiction, Mystery, Mystery-Crime, Mystery-Noir, Novels, Suspense, Thriller, Thriller-Mystery Thriller"
288995,"Fiction, Mystery, Mystery-Crime, Mystery-Noir, Thriller"
289028,"Business, Leadership, Nonfiction, Self Help, Self Help-Personal Development"
289029,"Nonfiction, Philosophy, Self Help"
289032,"Family, Leadership, Nonfiction, Parenting, Self Help"
289066,"Fantasy, Fantasy-Supernatural, Fiction, Horror, Thriller"
289092,"Contemporary, Fiction, Womens Fiction-Chick Lit"
289114,"Autobiography-Memoir, Biography, Biography-Autobiography, Cultural-African American, Nonfiction"
289150,"Fantasy, Fantasy-Dragons, Fiction, Science Fiction Fantasy"
289169,"Cultural-Scotland, Fiction, Humor, Mystery, Mystery-Crime, Thriller"
289232,"Fantasy, Fantasy-Urban Fantasy, Fiction, Horror, Sequential Art-Comics, Sequential Art-Graphic Novels"
289361,"Fiction, Novels"
289382,"Classics, Cultural-France, European Literature-French Literature, Fiction, Philosophy"
289455,"Christian, Religion-Faith"
289524,"Economics, History, Nonfiction, Politics"
289601,"Fantasy, Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Horror, Paranormal-Ghosts, Romance, Romance-Paranormal Romance, Young Adult, Young Adult-Teen"
289627,"Cultural-African American, Fiction, Urban"
289642,"Adult, Adult Fiction, Christian, Christian Fiction, Contemporary, Family, Fiction, Inspirational, Romance, Romance-Christian Romance"
289643,"Christian, Christian Fiction, Fiction"
289644,"Christian, Christian Fiction, Fiction, Romance"
289645,"Christian, Christian Fiction, Fiction"
289646,"Christian, Christian Fiction, Fiction"
289658,"Christian, Christian Fiction, Fiction, Holiday-Christmas, Romance"
289659,"Christian, Christian Fiction, Fiction, Holiday-Christmas, Inspirational, Romance"
289663,"Christian, Christian Fiction, Fiction, Holiday-Christmas, Inspirational"
289670,"Christian, Christian Fiction, Fiction, Romance"
289671,"Christian, Christian Fiction, Fiction, Holiday-Christmas"
289681,"Childrens, Childrens-Middle Grade, Fiction, Historical-Historical Fiction, Young Adult"
289695,"Fantasy, Fiction, Young Adult"
289726,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289727,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289728,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289729,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289732,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289733,"Christian, Christian Fiction, Fiction, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289737,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289739,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, Romance-Christian Romance"
289747,"Christian, Christian Fiction, Fiction, Romance, Romance-Christian Romance"
289763,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, War-World War II"
289764,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, War-World War II"
289781,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289783,"Christian, Christian Fiction, Historical, Historical-Historical Fiction"
289785,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289787,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289797,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289798,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289805,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Relationships, Romance, Romance-Christian Romance, War-World War II, World War II-Holocaust"
289808,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction"
289813,"Adult Fiction, Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance, War, War-World War II, World War II-Holocaust"
290037,"Contemporary, Fiction, Literary Fiction, Literature, Thriller"
290039,"Adult, Adult Fiction, American-African American Literature, Cultural-African American, Drama, Fiction, Romance, Urban, Young Adult, Young Adult-Coming Of Age"
290174,"American-Southern, Fiction, Historical, Historical-Historical Fiction, Womens Fiction-Chick Lit"
290252,"Christian, Christian Fiction, Fiction, Historical, Historical-Historical Fiction, Romance"
290369,"Christian, Christian Fiction, Cultural-China, Fiction"
290376,"Biography, Cultural-India, History, Nonfiction, Politics"
290389,"Cultural, Cultural-Asia, Cultural-Pakistan, Fiction, Literary Fiction"
290569,"Contemporary, Fiction"
290628,"Fantasy, Fantasy-Epic Fantasy, Fantasy-High Fantasy, Fiction, Science Fiction Fantasy"
290648,"Audiobook, Fiction, LGBT"
290733,"Business, Design, Nonfiction"
290864,"Asian Literature-Indian Literature, Cultural-India, Fantasy-Mythology, History, Nonfiction, Philosophy, Religion, Religion-Hinduism, Religion-Scripture, Spirituality"
290882,"Classics, Cultural-India, Nonfiction, Philosophy, Religion, Religion-Hinduism, Spirituality"
290973,"Childrens, Fiction, Mystery"
291112,"Contemporary, Drama, Fiction, Historical, Historical-Historical Fiction, Love, Novels, Roman, Romance, Womens Fiction-Chick Lit"
291147,"Fiction, Humor, Humor-Comedy, Novels"
291179,"Animals, Autobiography-Memoir, Biography, Cultural-Canada, Humor, Nonfiction"
291225,"Art, Culture-Film, Nonfiction"
291252,"Fantasy, Fiction, LGBT, Science Fiction Fantasy"
291440,"Christian, Christian Fiction, Contemporary, Romance, Young Adult"
291446,"Christian, Christian Fiction, Contemporary, Fiction, Romance, Young Adult"
291482,"Classics, Fiction, Horror, Literature, Mystery, Short Stories"
291488,"Dungeons and Dragons-Forgotten Realms, Fantasy, Fiction"
291548,"Dungeons and Dragons-Forgotten Realms, Fantasy, Fiction, Role Playing Games-Dungeons and Dragons"
291551,"Dungeons and Dragons-Forgotten Realms, Fantasy, Fiction, Science Fiction Fantasy"
291554,"Dungeons and Dragons-Forgotten Realms, Fantasy, Fiction, Role Playing Games-Dungeons and Dragons"
291583,"Fiction, Realistic Fiction, Romance, Young Adult, Young Adult-Teen"
291838,"Academic-Read For School, Academic-School, Contemporary, Fiction, Mystery-Crime, Young Adult"
291920,"Nonfiction, Philosophy, Science, Science-Physics, Science-Popular Science"
291933,"Christian, Christian-Christian Living, Nonfiction, Religion-Christianity, Religion-Church, Religion-Theology"
292049,"Business, Business-Management, Leadership, Nonfiction"
